date,jyo_cd,race_no,boat_no,racer_id,racer_name,racer_win_rate,motor_no,motor_2ren,boat_hull_no,boat_2ren,start_time,race_name,exhibition_time,tilt,temperature,weather,wind_speed,wind_direction,water_temperature,wave_height,rank,tansho
20241201,02,10,5,3517,,5.50,27,37.88,68,47.17,14:49,戸田特賞 1800m,6.69,-0.5,13.0,1,1,14,12.0,1,4,0.0
20241201,02,10,6,5126,,6.04,65,42.42,44,36.51,14:49,戸田特賞 1800m,6.69,-0.5,13.0,1,1,14,12.0,1,6,0.0
20241201,02,11,1,4049,,6.14,17,5.77,29,26.00,15:20,記者選抜戦 1800m,6.91,0.0,13.0,1,1,14,12.0,1,2,0.0
20241201,02,11,2,3966,,6.43,10,40.54,65,38.60,15:20,記者選抜戦 1800m,6.77,-0.5,13.0,1,1,14,12.0,1,4,0.0
20241201,02,11,3,4118,,6.63,25,43.08,52,38.98,15:20,記者選抜戦 1800m,6.71,-0.5,13.0,1,1,14,12.0,1,1,430.0
20241201,02,11,4,3911,,4.92,1,31.34,12,30.88,15:20,記者選抜戦 1800m,6.83,-0.5,13.0,1,1,14,12.0,1,5,0.0
20241201,02,11,5,5256,,5.82,24,35.59,49,35.38,15:20,記者選抜戦 1800m,6.68,-0.5,13.0,1,1,14,12.0,1,3,0.0
20241201,02,11,6,4977,,6.15,51,18.37,35,30.00,15:20,記者選抜戦 1800m,6.74,0.0,13.0,1,1,14,12.0,1,6,0.0
20241201,02,12,1,4397,,7.24,8,37.50,63,32.00,15:52,戸田選抜戦 1800m,6.75,-0.5,13.0,1,1,14,12.0,1,1,130.0
20241201,02,12,2,4290,,6.83,4,30.67,20,34.55,15:52,戸田選抜戦 1800m,6.77,-0.5,13.0,1,1,14,12.0,1,3,0.0
20241201,02,12,3,4828,,5.86,53,48.28,15,42.62,15:52,戸田選抜戦 1800m,6.73,-0.5,13.0,1,1,14,12.0,1,2,0.0
20241201,02,12,4,4428,,6.65,58,31.82,76,14.55,15:52,戸田選抜戦 1800m,6.82,-0.5,13.0,1,1,14,12.0,1,5,0.0
20241201,02,12,5,4099,,6.70,50,20.00,56,33.33,15:52,戸田選抜戦 1800m,6.80,-0.5,13.0,1,1,14,12.0,1,6,0.0
20241201,02,12,6,3940,,6.14,52,41.67,30,34.43,15:52,戸田選抜戦 1800m,6.68,0.5,13.0,1,1,14,12.0,1,4,0.0
20241201,07,1,1,3501,,4.00,15,38.57,66,43.48,15:28,一般戦 1800m,6.72,-0.5,10.0,1,0,17,11.0,0,4,0.0
20241201,07,1,2,4152,,5.31,53,28.77,21,45.83,15:28,一般戦 1800m,6.72,-0.5,10.0,1,0,17,11.0,0,5,0.0
20241201,07,1,3,4293,,5.49,11,45.83,58,21.92,15:28,一般戦 1800m,6.74,0.0,10.0,1,0,17,11.0,0,エ,0.0
20241201,07,1,4,4538,,5.58,50,22.86,68,40.54,15:28,一般戦 1800m,6.60,3.0,10.0,1,0,17,11.0,0,1,140.0
20241201,07,1,5,4272,,5.01,40,36.49,19,15.38,15:28,一般戦 1800m,6.72,-0.5,10.0,1,0,17,11.0,0,2,0.0
20241201,07,1,6,3860,,4.62,69,39.74,17,31.94,15:28,一般戦 1800m,6.69,-0.5,10.0,1,0,17,11.0,0,3,0.0
20241201,07,2,1,3889,,4.79,77,23.61,77,38.81,15:53,一般戦 1800m,6.73,-0.5,15.0,1,1,15,11.0,1,3,0.0
20241201,07,2,2,4857,,6.08,12,32.43,34,20.00,15:53,一般戦 1800m,6.67,-0.5,15.0,1,1,15,11.0,1,4,0.0
20241201,07,2,3,5166,,6.20,41,15.15,18,41.56,15:53,一般戦 1800m,6.70,0.0,15.0,1,1,15,11.0,1,1,590.0
20241201,07,2,4,3357,,4.99,52,28.17,16,19.12,15:53,一般戦 1800m,6.75,0.0,15.0,1,1,15,11.0,1,5,0.0
20241201,07,2,5,3931,,5.23,39,31.94,61,31.17,15:53,一般戦 1800m,6.59,-0.5,15.0,1,1,15,11.0,1,2,0.0
20241201,07,2,6,3591,,3.56,54,45.33,27,41.03,15:53,一般戦 1800m,6.72,-0.5,15.0,1,1,15,11.0,1,6,0.0
20241201,07,3,1,4639,,4.64,55,48.10,26,32.89,16:21,一般戦 1800m,6.60,0.0,15.0,1,2,15,11.0,1,1,200.0
20241201,07,3,2,4376,,5.41,73,38.46,63,32.88,16:21,一般戦 1800m,6.66,-0.5,15.0,1,2,15,11.0,1,2,0.0
20241201,07,3,3,4429,,4.12,38,29.73,75,49.33,16:21,一般戦 1800m,6.77,0.0,15.0,1,2,15,11.0,1,4,0.0
20241201,07,3,4,4545,,7.22,56,15.87,12,38.46,16:21,一般戦 1800m,6.68,0.0,15.0,1,2,15,11.0,1,3,0.0
20241201,07,3,5,5362,,1.23,57,29.58,64,26.76,16:21,一般戦 1800m,6.65,-0.5,15.0,1,2,15,11.0,1,6,0.0
20241201,07,3,6,3392,,4.82,74,42.42,14,38.24,16:21,一般戦 1800m,6.72,-0.5,15.0,1,2,15,11.0,1,5,0.0
20241201,07,4,1,3796,,5.23,20,19.72,28,31.58,16:53,一般戦 1800m,6.67,-0.5,14.0,1,2,15,11.0,1,1,150.0
20241201,07,4,2,3579,,4.60,14,42.62,35,22.37,16:53,一般戦 1800m,6.72,-0.5,14.0,1,2,15,11.0,1,3,0.0
20241201,07,4,3,5022,,3.99,51,12.90,71,29.69,16:53,一般戦 1800m,6.65,0.0,14.0,1,2,15,11.0,1,6,0.0
20241201,07,4,4,3505,,5.59,72,41.56,62,26.87,16:53,一般戦 1800m,6.73,-0.5,14.0,1,2,15,11.0,1,4,0.0
20241201,07,4,5,3581,,5.16,43,32.84,24,39.24,16:53,一般戦 1800m,6.79,-0.5,14.0,1,2,15,11.0,1,5,0.0
20241201,07,4,6,4205,,7.31,19,41.33,13,41.25,16:53,一般戦 1800m,6.68,-0.5,14.0,1,2,15,11.0,1,2,0.0
20241201,07,5,1,3461,,3.50,71,26.32,15,34.62,17:23,一般戦 1800m,6.79,0.0,14.0,1,1,3,11.0,1,3,0.0
20241201,07,5,2,3655,,5.50,47,28.77,22,21.57,17:23,一般戦 1800m,6.71,0.0,14.0,1,1,3,11.0,1,4,0.0
20241201,07,5,3,3484,,5.88,45,33.33,29,31.51,17:23,一般戦 1800m,6.79,-0.5,14.0,1,1,3,11.0,1,1,450.0
20241201,07,5,4,4479,,3.70,13,36.62,72,50.00,17:23,一般戦 1800m,6.77,-0.5,14.0,1,1,3,11.0,1,5,0.0
20241201,07,5,5,3556,,6.51,18,52.11,69,32.39,17:23,一般戦 1800m,6.75,0.0,14.0,1,1,3,11.0,1,2,0.0
20241201,07,5,6,3778,,4.31,70,24.66,73,39.47,17:23,一般戦 1800m,6.77,-0.5,14.0,1,1,3,11.0,1,6,0.0
20241201,07,6,1,4475,,5.73,75,23.94,36,35.00,17:50,一般戦 1800m,6.75,-0.5,12.0,1,2,15,11.0,1,1,180.0
20241201,07,6,2,3831,,4.57,49,44.00,11,33.77,17:50,一般戦 1800m,6.77,-0.5,12.0,1,2,15,11.0,1,3,0.0
20241201,07,6,3,4041,,3.65,21,23.08,23,26.39,17:50,一般戦 1800m,6.72,-0.5,12.0,1,2,15,11.0,1,4,0.0
20241201,07,6,4,3501,,4.00,15,38.57,38,30.00,17:50,一般戦 1800m,6.79,-0.5,12.0,1,2,15,11.0,1,5,0.0
20241201,07,6,5,4525,,5.01,48,27.40,33,44.16,17:50,一般戦 1800m,6.80,-0.5,12.0,1,2,15,11.0,1,6,0.0
20241201,07,6,6,4444,,7.70,22,37.50,20,31.65,17:50,一般戦 1800m,6.73,-0.5,12.0,1,2,15,11.0,1,2,0.0
20241201,07,7,1,4523,,6.10,24,52.50,32,36.99,18:20,一般戦 1800m,6.79,-0.5,12.0,1,1,15,11.0,1,1,140.0
20241201,07,7,2,4272,,5.01,40,36.49,19,15.38,18:20,一般戦 1800m,6.82,-0.5,12.0,1,1,15,11.0,1,2,0.0
20241201,07,7,3,3889,,4.79,77,23.61,77,38.81,18:20,一般戦 1800m,6.89,-0.5,12.0,1,1,15,11.0,1,5,0.0
20241201,07,7,4,3997,,6.68,16,39.73,59,27.12,18:20,一般戦 1800m,6.72,-0.5,12.0,1,1,15,11.0,1,3,0.0
20241201,07,7,5,4429,,4.12,38,29.73,75,49.33,18:20,一般戦 1800m,6.86,0.0,12.0,1,1,15,11.0,1,4,0.0
20241201,07,7,6,5305,,1.53,37,37.18,25,42.11,18:20,一般戦 1800m,6.84,-0.5,12.0,1,1,15,11.0,1,6,0.0
20241201,07,8,1,4837,,4.35,17,24.62,67,36.36,18:50,一般戦 1800m,6.79,-0.5,11.0,1,2,15,11.0,1,1,220.0
20241201,07,8,2,4947,,4.61,23,30.67,65,22.06,18:50,一般戦 1800m,6.74,0.0,11.0,1,2,15,11.0,1,3,0.0
20241201,07,8,3,4630,,5.63,36,26.09,30,47.69,18:50,一般戦 1800m,6.71,0.0,11.0,1,2,15,11.0,1,2,0.0
20241201,07,8,4,3581,,5.16,43,32.84,24,39.24,18:50,一般戦 1800m,6.79,-0.5,11.0,1,2,15,11.0,1,4,0.0
20241201,07,8,5,3711,,6.04,46,24.24,76,34.78,18:50,一般戦 1800m,6.81,-0.5,11.0,1,2,15,11.0,1,5,0.0
20241201,07,8,6,3535,,3.71,76,29.58,31,29.11,18:50,一般戦 1800m,6.79,-0.5,11.0,1,2,15,11.0,1,6,0.0
20241201,07,9,1,3931,,5.23,39,31.94,61,31.17,19:20,準優勝戦 1800m,6.63,-0.5,11.0,1,2,15,11.0,1,1,160.0
20241201,07,9,2,4205,,7.31,19,41.33,13,41.25,19:20,準優勝戦 1800m,6.71,0.0,11.0,1,2,15,11.0,1,2,0.0
20241201,07,9,3,4538,,5.58,50,22.86,68,40.54,19:20,準優勝戦 1800m,6.66,3.0,11.0,1,2,15,11.0,1,3,0.0
20241201,07,9,4,4376,,5.41,73,38.46,63,32.88,19:20,準優勝戦 1800m,6.75,-0.5,11.0,1,2,15,11.0,1,5,0.0
20241201,07,9,5,3796,,5.23,20,19.72,28,31.58,19:20,準優勝戦 1800m,6.75,-0.5,11.0,1,2,15,11.0,1,4,0.0
20241201,07,9,6,3655,,5.50,47,28.77,22,21.57,19:20,準優勝戦 1800m,6.81,0.0,11.0,1,2,15,11.0,1,6,0.0
20241201,07,10,1,3556,,6.51,18,52.11,69,32.39,19:50,準優勝戦 1800m,6.73,0.0,12.0,1,1,15,11.0,1,1,110.0
20241201,07,10,2,4475,,5.73,75,23.94,36,35.00,19:50,準優勝戦 1800m,6.72,-0.5,12.0,1,1,15,11.0,1,4,0.0
20241201,07,10,3,4545,,7.22,56,15.87,12,38.46,19:50,準優勝戦 1800m,6.82,0.0,12.0,1,1,15,11.0,1,2,0.0
20241201,07,10,4,4857,,6.08,12,32.43,34,20.00,19:50,準優勝戦 1800m,6.78,-0.5,12.0,1,1,15,11.0,1,3,0.0
20241201,07,10,5,3579,,4.60,14,42.62,35,22.37,19:50,準優勝戦 1800m,6.81,-0.5,12.0,1,1,15,11.0,1,5,0.0
20241201,07,10,6,4152,,5.31,53,28.77,39,33.33,19:50,準優勝戦 1800m,6.73,0.0,12.0,1,1,15,11.0,1,6,0.0
20241201,07,11,1,4444,,7.70,22,37.50,20,31.65,20:18,準優勝戦 1800m,6.75,-0.5,10.0,1,0,17,11.0,0,2,0.0
20241201,07,11,2,3997,,6.68,16,39.73,59,27.12,20:18,準優勝戦 1800m,6.78,-0.5,10.0,1,0,17,11.0,0,1,530.0
20241201,07,11,3,3505,,5.59,72,41.56,62,26.87,20:18,準優勝戦 1800m,6.77,-0.5,10.0,1,0,17,11.0,0,3,0.0
20241201,07,11,4,3484,,5.88,45,33.33,29,31.51,20:18,準優勝戦 1800m,6.80,-0.5,10.0,1,0,17,11.0,0,4,0.0
20241201,07,11,5,4293,,5.49,11,45.83,47,22.99,20:18,準優勝戦 1800m,6.84,0.0,10.0,1,0,17,11.0,0,5,0.0
20241201,07,11,6,5166,,6.20,41,15.15,18,41.56,20:18,準優勝戦 1800m,6.85,-0.5,10.0,1,0,17,11.0,0,6,0.0
20241201,07,12,1,3357,,4.99,52,28.17,16,19.12,20:45,一般戦 1800m,6.78,0.0,10.0,1,0,17,11.0,0,1,190.0
20241201,07,12,2,4525,,5.01,48,27.40,33,44.16,20:45,一般戦 1800m,6.79,-0.5,10.0,1,0,17,11.0,0,3,0.0
20241201,07,12,3,4479,,3.70,13,36.62,72,50.00,20:45,一般戦 1800m,6.80,-0.5,10.0,1,0,17,11.0,0,2,0.0
20241201,07,12,4,5305,,1.53,37,37.18,25,42.11,20:45,一般戦 1800m,6.81,-0.5,10.0,1,0,17,11.0,0,5,0.0
20241201,07,12,5,4947,,4.61,23,30.67,65,22.06,20:45,一般戦 1800m,6.76,0.0,10.0,1,0,17,11.0,0,4,0.0
20241201,07,12,6,5362,,1.23,57,29.58,64,26.76,20:45,一般戦 1800m,6.74,-0.5,10.0,1,0,17,11.0,0,6,0.0
20241201,10,1,1,4502,,7.30,68,36.41,51,29.63,10:27,予選 1800m,6.69,-0.5,10.0,3,2,12,9.0,2,1,120.0
20241201,10,1,2,3780,,6.74,44,33.52,12,32.42,10:27,予選 1800m,6.77,0.0,10.0,3,2,12,9.0,2,2,0.0
20241201,10,1,3,4096,,7.26,62,34.04,37,37.08,10:27,予選 1800m,6.77,-0.5,10.0,3,2,12,9.0,2,3,0.0
20241201,10,1,4,3995,,6.68,32,28.18,52,36.31,10:27,予選 1800m,6.81,-0.5,10.0,3,2,12,9.0,2,6,0.0
20241201,10,1,5,4074,,6.64,67,39.11,17,31.35,10:27,予選 1800m,6.77,-0.5,10.0,3,2,12,9.0,2,4,0.0
20241201,10,1,6,4961,,6.67,25,37.10,70,29.67,10:27,予選 1800m,6.67,-0.5,10.0,3,2,12,9.0,2,5,0.0
20241201,10,2,1,4095,,6.53,37,38.12,69,31.40,10:54,予選 1800m,6.71,-0.5,9.0,1,4,12,9.0,4,2,0.0
20241201,10,2,2,4350,,7.23,14,27.81,11,29.05,10:54,予選 1800m,6.77,-0.5,9.0,1,4,12,9.0,4,1,560.0
20241201,10,2,3,3909,,6.94,17,30.77,48,32.09,10:54,予選 1800m,6.71,-0.5,9.0,1,4,12,9.0,4,6,0.0
20241201,10,2,4,4682,,6.41,51,33.70,65,32.96,10:54,予選 1800m,6.69,-0.5,9.0,1,4,12,9.0,4,3,0.0
20241201,10,2,5,4573,,7.43,59,39.15,42,40.35,10:54,予選 1800m,6.65,0.0,9.0,1,4,12,9.0,4,4,0.0
20241201,10,2,6,4787,,7.16,48,29.89,46,36.81,10:54,予選 1800m,6.79,-0.5,9.0,1,4,12,9.0,4,5,0.0
20241201,10,3,1,4528,,6.63,56,35.29,58,34.25,11:21,予選 1800m,6.71,-0.5,9.0,1,2,12,9.0,2,1,130.0
20241201,10,3,2,4468,,6.65,69,33.70,21,33.91,11:21,予選 1800m,6.77,-0.5,9.0,1,2,12,9.0,2,3,0.0
20241201,10,3,3,4061,,6.94,41,39.01,22,33.51,11:21,予選 1800m,6.81,-0.5,9.0,1,2,12,9.0,2,5,0.0
20241201,10,3,4,4914,,7.76,43,27.81,18,34.43,11:21,予選 1800m,6.75,-0.5,9.0,1,2,12,9.0,2,4,0.0
20241201,10,3,5,4832,,6.98,45,32.62,26,40.22,11:21,予選 1800m,6.77,0.0,9.0,1,2,12,9.0,2,2,0.0
20241201,10,3,6,4713,,6.67,61,45.93,25,31.32,11:21,予選 1800m,6.75,-0.5,9.0,1,2,12,9.0,2,6,0.0
20241201,10,4,1,4348,,6.75,34,37.22,39,37.36,11:48,予選 1800m,6.73,-0.5,9.0,1,2,12,9.0,2,3,0.0
20241201,10,4,2,4659,,6.73,24,35.39,33,41.04,11:48,予選 1800m,6.75,-0.5,9.0,1,2,12,9.0,2,2,0.0
20241201,10,4,3,4174,,6.24,35,31.75,27,36.96,11:48,予選 1800m,6.79,-0.5,9.0,1,2,12,9.0,2,6,0.0
20241201,10,4,4,4586,,6.75,42,40.66,63,35.45,11:48,予選 1800m,6.77,-0.5,9.0,1,2,12,9.0,2,1,710.0
20241201,10,4,5,5142,,6.69,33,29.67,56,36.36,11:48,予選 1800m,6.77,-0.5,9.0,1,2,12,9.0,2,4,0.0
20241201,10,4,6,5016,,5.97,28,31.02,34,35.56,11:48,予選 1800m,6.75,-0.5,9.0,1,2,12,9.0,2,5,0.0
20241201,10,5,1,4294,,6.62,26,37.58,29,36.26,12:16,予選 1800m,6.67,0.0,9.0,2,4,12,9.0,4,6,0.0
20241201,10,5,2,4537,,7.02,31,31.25,32,31.64,12:16,予選 1800m,6.71,-0.5,9.0,2,4,12,9.0,4,1,390.0
20241201,10,5,3,4794,,6.67,19,31.28,13,35.59,12:16,予選 1800m,6.75,-0.5,9.0,2,4,12,9.0,4,3,0.0
20241201,10,5,4,3719,,6.84,65,32.31,40,33.33,12:16,予選 1800m,6.69,-0.5,9.0,2,4,12,9.0,4,2,0.0
20241201,10,5,5,3541,,6.52,23,29.28,54,31.72,12:16,予選 1800m,6.73,-0.5,9.0,2,4,12,9.0,4,5,0.0
20241201,10,5,6,4013,,6.61,70,34.74,41,35.06,12:16,予選 1800m,6.77,-0.5,9.0,2,4,12,9.0,4,4,0.0
20241201,10,6,1,4227,,6.44,38,37.22,31,45.25,12:44,予選 1800m,6.71,-0.5,9.0,2,4,12,9.0,4,1,240.0
20241201,10,6,2,4238,,7.69,12,40.11,66,29.30,12:44,予選 1800m,6.65,-0.5,9.0,2,4,12,9.0,4,4,0.0
20241201,10,6,3,4522,,6.81,47,35.83,68,36.69,12:44,予選 1800m,6.81,-0.5,9.0,2,4,12,9.0,4,5,0.0
20241201,10,6,4,4415,,6.15,63,32.14,35,42.86,12:44,予選 1800m,6.75,-0.5,9.0,2,4,12,9.0,4,2,0.0
20241201,10,6,5,4305,,7.17,64,47.34,19,30.18,12:44,予選 1800m,6.77,-0.5,9.0,2,4,12,9.0,4,3,0.0
20241201,10,6,6,3349,,5.75,50,28.19,38,35.29,12:44,予選 1800m,6.79,0.0,9.0,2,4,12,9.0,4,6,0.0
20241201,10,7,1,4237,,6.88,52,32.42,60,28.80,13:12,予選 1800m,6.75,-0.5,10.0,3,2,12,9.0,2,1,110.0
20241201,10,7,2,4579,,6.14,54,39.89,14,37.65,13:12,予選 1800m,6.69,0.0,10.0,3,2,12,9.0,2,2,0.0
20241201,10,7,3,4688,,6.52,16,36.46,57,31.54,13:12,予選 1800m,6.77,-0.5,10.0,3,2,12,9.0,2,6,0.0
20241201,10,7,4,4096,,7.26,62,34.04,37,37.08,13:12,予選 1800m,6.67,-0.5,10.0,3,2,12,9.0,2,3,0.0
20241201,10,7,5,4350,,7.23,14,27.81,11,29.05,13:12,予選 1800m,6.71,-0.5,10.0,3,2,12,9.0,2,5,0.0
20241201,10,7,6,3654,,6.55,46,31.11,36,34.44,13:12,予選 1800m,6.77,-0.5,10.0,3,2,12,9.0,2,4,0.0
